Shape,Shape_Type,Area (m2),Depth (m),Width (m),Weight (kg/m),Ix (m4),Iy (m4),Plastic Mod Xp (m3),Plastic Mod Yp (m3),Cost per Meter (usd)
HSS8X2X.188,HSS,0.000328,,,11.97,0.000000093184,0.0000000099424,0.0000092004,0.0000039196,21.79
HSS8X2X.125,HSS,0.000223,,,8.16,0.000000065312,0.0000000071552,0.0000064452,0.0000028208,14.85
HSS7X7X.625,HSS,0.0014,,,50.81,0.000000388544,0.000000388544,0.000043788,0.000043788,92.47
HSS7X7X.500,HSS,0.00116,,,42.05,0.00000033488,0.00000033488,0.00003772,0.00003772,76.53
HSS7X7X.375,HSS,0.000897,,,32.58,0.0000002704,0.0000002704,0.000030504,0.000030504,59.3
HSS7X7X.313,HSS,0.000759,,,27.59,0.000000233376,0.000000233376,0.00002624,0.00002624,50.21
HSS7X7X.250,HSS,0.000617,,,22.42,0.00000019344,0.00000019344,0.000021812,0.000021812,40.8
HSS7X7X.188,HSS,0.000467,,,17.08,0.00000014976,0.00000014976,0.000016892,0.000016892,31.09
HSS7X7X.125,HSS,0.000316,,,11.56,0.000000103168,0.000000103168,0.0000116276,0.0000116276,21.04
HSS7X5X.500,HSS,0.000974,,,35.24,0.000000252096,0.000000148096,0.000028372,0.000023288,64.14
HSS7X5X.375,HSS,0.000758,,,27.48,0.00000020592,0.000000121888,0.000023124,0.000019188,50.01
HSS7X5X.313,HSS,0.000643,,,23.34,0.00000017888,0.00000010608,0.000020172,0.000016728,42.48
HSS7X5X.250,HSS,0.000524,,,19.02,0.000000149344,0.000000088608,0.000016728,0.0000139892,34.62
HSS7X5X.188,HSS,0.000398,,,14.53,0.000000116064,0.000000069056,0.0000130544,0.000010906,26.44
HSS7X5X.125,HSS,0.00027,,,9.86,0.000000080288,0.000000048256,0.0000090528,0.0000075932,17.95
HSS7X4X.500,HSS,0.000881,,,31.84,0.000000210912,0.000000086112,0.00002378,0.000017056,57.95
HSS7X4X.375,HSS,0.000688,,,24.93,0.000000173888,0.000000071968,0.000019516,0.0000141532,45.37
HSS7X4X.313,HSS,0.000585,,,21.21,0.00000015184,0.000000063232,0.000017056,0.0000124312,38.6
HSS7X4X.250,HSS,0.000477,,,17.32,0.00000012688,0.000000053248,0.0000143008,0.0000104632,31.52
HSS7X4X.188,HSS,0.000363,,,13.25,0.000000099008,0.0000000416,0.0000111684,0.0000082328,24.12
HSS7X4X.125,HSS,0.000246,,,9.01,0.000000069056,0.0000000292448,0.0000077572,0.0000057564,16.4
HSS7X3X.500,HSS,0.000788,,,28.43,0.000000169312,0.000000042432,0.000019024,0.000011152,51.74
HSS7X3X.375,HSS,0.000618,,,22.37,0.000000141856,0.0000000362336,0.0000159572,0.0000095284,40.71
HSS7X3X.313,HSS,0.000526,,,19.08,0.000000124384,0.0000000321984,0.0000140056,0.0000084624,34.73
HSS7X3X.250,HSS,0.00043,,,15.62,0.000000104832,0.000000027456,0.0000117916,0.000007216,28.43
HSS7X3X.188,HSS,0.000328,,,11.97,0.000000082368,0.0000000217984,0.000009266,0.00000574,21.79
HSS7X3X.125,HSS,0.000223,,,8.16,0.000000057408,0.0000000154336,0.000006478,0.0000040672,14.85
HSS7X2X.250,HSS,0.000384,,,13.91,0.000000082368,0.0000000107328,0.0000092988,0.0000042312,25.32
HSS7X2X.188,HSS,0.000293,,,10.7,0.000000065312,0.000000008736,0.0000073636,0.000003444,19.47
HSS7X2X.125,HSS,0.0002,,,7.31,0.000000046176,0.0000000063232,0.0000051824,0.0000024928,13.3
HSS6X6X.625,HSS,0.00117,,,42.3,0.000000229632,0.000000229632,0.000030176,0.000030176,76.99
HSS6X6X.500,HSS,0.000974,,,35.24,0.000000200928,0.000000200928,0.000026404,0.000026404,64.14
HSS6X6X.375,HSS,0.000758,,,27.48,0.00000016432,0.00000016432,0.000021648,0.000021648,50.01
HSS6X6X.313,HSS,0.000643,,,23.34,0.000000142688,0.000000142688,0.000018696,0.000018696,42.48
HSS6X6X.250,HSS,0.000524,,,19.02,0.000000118976,0.000000118976,0.0000156456,0.0000156456,34.62
HSS6X6X.188,HSS,0.000398,,,14.53,0.000000092768,0.000000092768,0.0000121688,0.0000121688,26.44
HSS6X6X.125,HSS,0.00027,,,9.86,0.00000006448,0.00000006448,0.000008446,0.000008446,17.95
HSS6X5X.500,HSS,0.000881,,,31.84,0.000000170976,0.000000128128,0.000022468,0.000020172,57.95
HSS6X5X.375,HSS,0.000688,,,24.93,0.000000141024,0.00000010608,0.000018532,0.000016728,45.37
HSS6X5X.313,HSS,0.000585,,,21.21,0.000000123136,0.000000092768,0.000016154,0.0000146124,38.6
HSS6X5X.250,HSS,0.000477,,,17.32,0.000000102752,0.000000077792,0.00001353,0.0000122508,31.52
HSS6X5X.188,HSS,0.000363,,,13.25,0.000000080288,0.000000060736,0.0000105616,0.0000095776,24.12
HSS6X5X.125,HSS,0.000246,,,9.01,0.000000055744,0.000000042432,0.0000073472,0.0000066748,16.4
HSS6X4X.500,HSS,0.000788,,,28.43,0.00000014144,0.000000074048,0.000018532,0.0000145796,51.74
HSS6X4X.375,HSS,0.000618,,,22.37,0.000000117728,0.000000061984,0.0000154652,0.0000122508,40.71
HSS6X4X.313,HSS,0.000526,,,19.08,0.000000103168,0.000000054912,0.0000135628,0.0000107912,34.73
HSS6X4X.250,HSS,0.00043,,,15.62,0.000000086944,0.000000046176,0.0000114144,0.0000091184,28.43
HSS6X4X.188,HSS,0.000328,,,11.97,0.000000068224,0.0000000364416,0.0000089544,0.0000071832,21.79
HSS6X4X.125,HSS,0.000223,,,8.16,0.000000047424,0.000000025584,0.0000062484,0.0000050512,14.85
HSS6X3X.500,HSS,0.000695,,,25.03,0.000000111488,0.0000000361504,0.000014678,0.0000094956,45.55
HSS6X3X.375,HSS,0.000548,,,19.82,0.000000094432,0.0000000311168,0.0000124148,0.0000081836,36.07
HSS6X3X.313,HSS,0.000468,,,16.96,0.000000083616,0.0000000277472,0.0000109716,0.000007298,30.87
HSS6X3X.250,HSS,0.000384,,,13.91,0.00000007072,0.000000023712,0.0000092824,0.000006232,25.32
HSS6X3X.188,HSS,0.000293,,,10.7,0.000000055744,0.000000018928,0.0000073308,0.0000049692,19.47
HSS6X3X.125,HSS,0.0002,,,7.31,0.0000000392288,0.0000000134368,0.0000051496,0.000003526,13.3
HSS6X2X.375,HSS,0.000478,,,17.27,0.000000071136,0.0000000115232,0.0000093644,0.0000045428,31.43
HSS6X2X.313,HSS,0.00041,,,14.83,0.000000063648,0.0000000104832,0.0000083804,0.0000041328,26.99
HSS6X2X.250,HSS,0.000337,,,12.21,0.000000054496,0.0000000091936,0.0000071668,0.0000036244,22.22
HSS6X2X.188,HSS,0.000258,,,9.42,0.00000004368,0.000000007488,0.0000057236,0.000002952,17.14
HSS6X2X.125,HSS,0.000177,,,6.46,0.0000000308672,0.0000000054496,0.0000040508,0.0000021484,11.76
HSS5-1/2X5-1/2X.375,HSS,0.000688,,,24.93,0.000000123552,0.000000123552,0.000017712,0.000017712,45.37
HSS5-1/2X5-1/2X.313,HSS,0.000585,,,21.21,0.000000107744,0.000000107744,0.0000154652,0.0000154652,38.6
HSS5-1/2X5-1/2X.250,HSS,0.000477,,,17.32,0.000000090272,0.000000090272,0.000012956,0.000012956,31.52
HSS5-1/2X5-1/2X.188,HSS,0.000363,,,13.25,0.00000007072,0.00000007072,0.0000101188,0.0000101188,24.12
HSS5-1/2X5-1/2X.125,HSS,0.000246,,,9.01,0.000000049088,0.000000049088,0.000007052,0.000007052,16.4
HSS5X5X.500,HSS,0.000788,,,28.43,0.00000010816,0.00000010816,0.000017056,0.000017056,51.74
HSS5X5X.375,HSS,0.000618,,,22.37,0.000000090272,0.000000090272,0.0000142352,0.0000142352,40.71
HSS5X5X.313,HSS,0.000526,,,19.08,0.00000007904,0.00000007904,0.0000124968,0.0000124968,34.73
HSS5X5X.250,HSS,0.00043,,,15.62,0.00000006656,0.00000006656,0.0000105124,0.0000105124,28.43
HSS5X5X.188,HSS,0.000328,,,11.97,0.000000052416,0.000000052416,0.0000082492,0.0000082492,21.79
HSS5X5X.125,HSS,0.000223,,,8.16,0.000000036608,0.000000036608,0.0000057728,0.0000057728,14.85
HSS5X4X.500,HSS,0.000695,,,25.03,0.000000088192,0.000000061984,0.0000139236,0.0000121852,45.55
HSS5X4X.375,HSS,0.000548,,,19.82,0.000000074464,0.000000052416,0.0000117588,0.000010332,36.07
HSS5X4X.313,HSS,0.000468,,,16.96,0.000000065728,0.000000046176,0.0000103648,0.0000091348,30.87
HSS5X4X.250,HSS,0.000384,,,13.91,0.000000055744,0.0000000393536,0.000008774,0.0000077572,25.32
HSS5X4X.188,HSS,0.000293,,,10.7,0.000000044096,0.0000000311168,0.0000069208,0.0000061336,19.47
HSS5X4X.125,HSS,0.0002,,,7.31,0.0000000308672,0.0000000219232,0.0000048708,0.0000043296,13.3
HSS5X3X.500,HSS,0.000602,,,21.63,0.000000068224,0.0000000298688,0.0000107748,0.0000078392,39.37
HSS5X3X.375,HSS,0.000478,,,17.27,0.000000058656,0.000000026,0.000009266,0.0000068224,31.43
HSS5X3X.313,HSS,0.00041,,,14.83,0.000000052416,0.000000023296,0.0000082492,0.0000061172,26.99
HSS5X3X.250,HSS,0.000337,,,12.21,0.000000044512,0.0000000200096,0.0000070356,0.0000052644,22.22
HSS5X3X.188,HSS,0.000258,,,9.42,0.0000000354848,0.000000016016,0.0000055924,0.0000042148,17.14
HSS5X3X.125,HSS,0.000177,,,6.46,0.0000000250848,0.00000001144,0.0000039524,0.0000030012,11.76
HSS5X2-1/2X.250,HSS,0.000314,,,11.36,0.000000039104,0.0000000130208,0.0000061664,0.0000041,20.68
HSS5X2-1/2X.188,HSS,0.000241,,,8.78,0.0000000312416,0.0000000105248,0.0000049364,0.0000033292,15.98
HSS5X2-1/2X.125,HSS,0.000165,,,6.03,0.0000000222144,0.0000000075712,0.0000035096,0.0000023944,10.97
HSS5X2X.375,HSS,0.000409,,,14.72,0.000000043264,0.0000000094848,0.0000067896,0.0000037392,26.79
HSS5X2X.313,HSS,0.000352,,,12.7,0.000000038896,0.000000008736,0.0000061336,0.000003444,23.11
HSS5X2X.250,HSS,0.000291,,,10.51,0.0000000336128,0.0000000076544,0.0000052972,0.0000030176,19.13
HSS5X2X.188,HSS,0.000224,,,8.15,0.00000002704,0.0000000062816,0.000004264,0.0000024764,14.83
HSS5X2X.125,HSS,0.000154,,,5.61,0.000000019344,0.000000004576,0.0000030504,0.000001804,10.21
HSS4-1/2X4-1/2X.500,HSS,0.000695,,,25.03,0.000000075296,0.000000075296,0.0000131692,0.0000131692,45.55
HSS4-1/2X4-1/2X.375,HSS,0.000548,,,19.82,0.000000063648,0.000000063648,0.0000111356,0.0000111356,36.07
HSS4-1/2X4-1/2X.313,HSS,0.000468,,,16.96,0.00000005616,0.00000005616,0.00000984,0.00000984,30.87
HSS4-1/2X4-1/2X.250,HSS,0.000384,,,13.91,0.000000047424,0.000000047424,0.0000083312,0.0000083312,25.32
HSS4-1/2X4-1/2X.188,HSS,0.000293,,,10.7,0.0000000375232,0.0000000375232,0.0000065764,0.0000065764,19.47
HSS4-1/2X4-1/2X.125,HSS,0.0002,,,7.31,0.000000026416,0.000000026416,0.0000046248,0.0000046248,13.3
HSS4X4X.500,HSS,0.000602,,,21.63,0.000000049504,0.000000049504,0.0000097908,0.0000097908,39.37
HSS4X4X.375,HSS,0.000478,,,17.27,0.000000042848,0.000000042848,0.0000084132,0.0000084132,31.43
HSS4X4X.313,HSS,0.00041,,,14.83,0.0000000380224,0.0000000380224,0.0000074948,0.0000074948,26.99
HSS4X4X.250,HSS,0.000337,,,12.21,0.000000032448,0.000000032448,0.000006396,0.000006396,22.22
HSS4X4X.188,HSS,0.000258,,,9.42,0.0000000258336,0.0000000258336,0.000005084,0.000005084,17.14
HSS4X4X.125,HSS,0.000177,,,6.46,0.000000018304,0.000000018304,0.000003608,0.000003608,11.76
HSS4X3X.375,HSS,0.000409,,,14.72,0.0000000329888,0.0000000208416,0.0000065108,0.0000054776,26.79
HSS4X3X.313,HSS,0.000352,,,12.7,0.0000000297024,0.0000000188032,0.0000058548,0.0000049528,23.11
HSS4X3X.250,HSS,0.000291,,,10.51,0.000000025584,0.0000000162656,0.0000050348,0.0000042804,19.13
HSS4X3X.188,HSS,0.000224,,,8.15,0.0000000205088,0.0000000131456,0.0000040508,0.000003444,14.83
HSS4X3X.125,HSS,0.000154,,,5.61,0.0000000146432,0.0000000094432,0.0000028864,0.0000024764,10.21
HSS4X2-1/2X.250,HSS,0.000267,,,9.66,0.0000000221312,0.0000000105248,0.0000043624,0.0000033128,17.58
HSS4X2-1/2X.188,HSS,0.000206,,,7.51,0.000000017888,0.0000000085696,0.000003526,0.000002706,13.67
HSS4X2-1/2X.125,HSS,0.000142,,,5.18,0.0000000128544,0.0000000061984,0.0000025256,0.0000019516,9.43
HSS4X2X.375,HSS,0.000339,,,12.17,0.000000023296,0.000000007488,0.000004592,0.000002952,22.15
HSS4X2X.313,HSS,0.000294,,,10.58,0.0000000213408,0.0000000069472,0.0000041984,0.0000027388,19.26
HSS4X2X.250,HSS,0.000244,,,8.81,0.0000000186784,0.0000000061568,0.00000369,0.0000024272,16.03
HSS4X2X.188,HSS,0.000189,,,6.87,0.0000000152256,0.0000000050752,0.0000030012,0.0000020008,12.5
HSS4X2X.125,HSS,0.00013,,,4.75,0.000000011024,0.00000000373568,0.0000021648,0.00000147272,8.64
HSS4X1-1/2X.250,HSS,0.000221,,,7.96,0.0000000152256,0.00000000304928,0.0000030012,0.00000160228,14.49
HSS4X1-1/2X.188,HSS,0.000171,,,6.23,0.0000000125632,0.00000000258336,0.0000024764,0.00000135628,11.34
HSS4X1-1/2X.125,HSS,0.000119,,,4.33,0.0000000091936,0.00000000194272,0.0000018204,0.00000102008,7.88
HSS3-1/2X3-1/2X.375,HSS,0.000409,,,14.72,0.0000000269984,0.0000000269984,0.0000060844,0.0000060844,26.79
HSS3-1/2X3-1/2X.313,HSS,0.000352,,,12.7,0.0000000242944,0.0000000242944,0.0000054776,0.0000054776,23.11
HSS3-1/2X3-1/2X.250,HSS,0.000291,,,10.51,0.0000000209664,0.0000000209664,0.0000047232,0.0000047232,19.13
HSS3-1/2X3-1/2X188,HSS,0.000224,,,8.15,0.000000016848,0.000000016848,0.0000037884,0.0000037884,14.83
HSS3-1/2X3-1/2X.125,HSS,0.000154,,,5.61,0.000000012064,0.000000012064,0.0000027224,0.0000027224,10.21
HSS3-1/2X2-1/2X.375,HSS,0.000339,,,12.17,0.00000001976,0.0000000115232,0.0000044608,0.0000036244,22.15
HSS3-1/2X2-1/2X.313,HSS,0.000294,,,10.58,0.0000000180544,0.0000000105664,0.0000040672,0.0000033292,19.26
HSS3-1/2X2-1/2X.250,HSS,0.000244,,,8.81,0.0000000157664,0.0000000092768,0.0000035588,0.0000029192,16.03
HSS3-1/2X2-1/2X.188,HSS,0.000189,,,6.87,0.0000000128544,0.0000000075712,0.0000028864,0.0000023944,12.5
HSS3-1/2X2-1/2X.125,HSS,0.00013,,,4.75,0.0000000092768,0.0000000055328,0.0000020992,0.0000017384,8.64
HSS3-1/2X2X.250,HSS,0.000221,,,7.96,0.0000000131872,0.000000005408,0.0000029684,0.000002132,14.49
HSS3-1/2X2X.188,HSS,0.000171,,,6.23,0.0000000108576,0.0000000044928,0.0000024436,0.0000017712,11.34
HSS3-1/2X2X.125,HSS,0.000119,,,4.33,0.000000007904,0.0000000033072,0.0000017876,0.0000013038,7.88
HSS3-1/2X1-1/2X.250,HSS,0.000197,,,7.11,0.000000010608,0.00000000265408,0.0000023944,0.00000139564,12.94
HSS3-1/2X1-1/2X.188,HSS,0.000154,,,5.59,0.0000000088192,0.00000000226304,0.0000019844,0.000001189,10.17
HSS3-1/2X1-1/2X.125,HSS,0.000107,,,3.9,0.0000000065312,0.00000000170976,0.00000146944,0.00000089872,7.1
HSS3X3X.375,HSS,0.000339,,,12.17,0.0000000157248,0.0000000157248,0.0000041328,0.0000041328,22.15
HSS3X3X.313,HSS,0.000294,,,10.58,0.000000014352,0.000000014352,0.000003772,0.000003772,19.26
HSS3X3X.250,HSS,0.000244,,,8.81,0.0000000125632,0.0000000125632,0.0000032964,0.0000032964,16.03
HSS3X3X.188,HSS,0.000189,,,6.87,0.0000000102336,0.0000000102336,0.0000026896,0.0000026896,12.5
HSS3X3X.125,HSS,0.00013,,,4.75,0.0000000074048,0.0000000074048,0.0000019516,0.0000019516,8.64
HSS3X2-1/2X.313,HSS,0.000264,,,9.51,0.0000000121472,0.0000000090688,0.0000031816,0.0000028536,17.31
HSS3X2-1/2X.250,HSS,0.000221,,,7.96,0.0000000106912,0.0000000080288,0.0000028208,0.0000025256,14.49
HSS3X2-1/2X.188,HSS,0.000171,,,6.23,0.0000000087776,0.0000000066144,0.0000023124,0.0000020828,11.34
HSS3X2-1/2X.125,HSS,0.000119,,,4.33,0.0000000064064,0.0000000048256,0.0000016892,0.00000152684,7.88
HSS3X2X.313,HSS,0.000235,,,8.45,0.0000000099008,0.0000000051584,0.0000026076,0.0000020336,15.38
HSS3X2X.250,HSS,0.000197,,,7.11,0.0000000088608,0.0000000046176,0.0000023288,0.0000018204,12.94
HSS3X2X.188,HSS,0.000154,,,5.59,0.0000000073632,0.00000000387712,0.0000019352,0.00000152848,10.17
HSS3X2X.125,HSS,0.000107,,,3.9,0.000000005408,0.00000000287872,0.00000142188,0.00000113488,7.1
HSS3X1-1/2X.250,HSS,0.000174,,,6.26,0.0000000069888,0.00000000225888,0.0000018368,0.000001189,11.39
HSS3X1-1/2X.188,HSS,0.000137,,,4.96,0.0000000059072,0.00000000194272,0.0000015498,0.00000102008,9.03
HSS3X1-1/2X.125,HSS,0.0000956,,,3.48,0.0000000044096,0.0000000014768,0.00000115784,0.00000077736,6.33
HSS3X1X.188,HSS,0.000119,,,4.32,0.0000000044512,7.1968E-10,0.00000116932,0.0000005658,7.86
HSS3X1X.125,HSS,0.000084,,,3.05,0.00000000339872,5.7408E-10,0.0000008938,0.00000045264,5.55
HSS2-1/2X2-1/2X.313,HSS,0.000235,,,8.45,0.0000000075712,0.0000000075712,0.0000023944,0.0000023944,15.38
HSS2-1/2X2-1/2X.250,HSS,0.000197,,,7.11,0.0000000067808,0.0000000067808,0.000002132,0.000002132,12.94
HSS2-1/2X2-1/2X.188,HSS,0.000154,,,5.59,0.000000005616,0.000000005616,0.0000017712,0.0000017712,10.17
HSS2-1/2X2-1/2X.125,HSS,0.000107,,,3.9,0.00000000415168,0.00000000415168,0.00000131036,0.00000131036,7.1
HSS2-1/2X2X.250,HSS,0.000174,,,6.26,0.0000000055328,0.0000000038688,0.0000017384,0.0000015252,11.39
HSS2-1/2X2X.188,HSS,0.000137,,,4.96,0.0000000046592,0.00000000326976,0.00000146616,0.00000128904,9.03
HSS2-1/2X2X.125,HSS,0.0000956,,,3.48,0.00000000346528,0.00000000245024,0.00000109388,0.00000096596,6.33
HSS2-1/2X1-1/2X.250,HSS,0.000151,,,5.41,0.0000000042848,0.00000000186784,0.00000134808,0.00000098236,9.85
HSS2-1/2X1-1/2X.188,HSS,0.000119,,,4.32,0.00000000366912,0.0000000016224,0.0000011562,0.0000008528,7.86
HSS2-1/2X1-1/2X.125,HSS,0.000084,,,3.05,0.00000000277888,0.000000001248,0.0000008774,0.00000065436,5.55
HSS2-1/2X1X.188,HSS,0.000102,,,3.68,0.00000000268736,5.9488E-10,0.00000084788,0.0000004674,6.7
HSS2-1/2X1X.125,HSS,0.0000724,,,2.63,0.00000000209248,4.784E-10,0.00000066092,0.0000003772,4.79
HSS2-1/4X2-1/4X.250,HSS,0.000174,,,6.26,0.0000000047008,0.0000000047008,0.0000016564,0.0000016564,11.39
HSS2-1/4X2-1/4X.188,HSS,0.000137,,,4.96,0.00000000396448,0.00000000396448,0.00000138908,0.00000138908,9.03
HSS2-1/4X2-1/4X.125,HSS,0.0000956,,,3.48,0.00000000296192,0.00000000296192,0.00000103812,0.00000103812,6.33
HSS2X2X.250,HSS,0.000151,,,5.41,0.00000000310752,0.00000000310752,0.00000122508,0.00000122508,9.85
HSS2X2X.188,HSS,0.000119,,,4.32,0.00000000266656,0.00000000266656,0.00000105124,0.00000105124,7.86
HSS2X2X.125,HSS,0.000084,,,3.05,0.00000000202176,0.00000000202176,0.00000079704,0.00000079704,5.55
HSS2X1-1/2X.188,HSS,0.000102,,,3.68,0.0000000020592,0.00000000130208,0.0000008118,0.00000068388,6.7
HSS2X1-1/2X.125,HSS,0.0000724,,,2.63,0.00000000159328,0.00000000101504,0.00000062812,0.000000533,4.79
HSS2X1X.188,HSS,0.0000845,,,3.04,0.000000001456,4.6592E-10,0.000000574,0.000000369,5.53
HSS2X1X.125,HSS,0.0000608,,,2.2,0.0000000011648,3.83552E-10,0.0000004592,0.00000030176,4
HSS1-1/2X1-1/2X0.250,HSS,0.000104,,,3.71,0.0000000010816,0.0000000010816,0.00000056744,0.00000056744,6.75
HSS1-1/2X1-1/2X0.188,HSS,0.0000845,,,3.04,9.8176E-10,9.8176E-10,0.0000005166,0.0000005166,5.53
HSS1-1/2X1-1/2X0.125,HSS,0.0000608,,,2.2,7.8208E-10,7.8208E-10,0.00000041164,0.00000041164,4
HSS28X1.000,HSS,0.00791,,,288.63,0.00003016,0.00003016,0.00084952,0.00084952,525.31
HSS28X.875,HSS,0.00695,,,253.72,0.0000267488,0.0000267488,0.00075276,0.00075276,461.77
HSS28X.750,HSS,0.00598,,,218.48,0.0000232128,0.0000232128,0.00065272,0.00065272,397.63
HSS28X.625,HSS,0.00501,,,182.9,0.0000195936,0.0000195936,0.00055104,0.00055104,332.88
HSS28X.500,HSS,0.00402,,,146.99,0.0000158496,0.0000158496,0.00044608,0.00044608,267.52
HSS28X.375,HSS,0.00303,,,110.74,0.000012064,0.000012064,0.00033948,0.00033948,201.55
HSS26X.750,HSS,0.00554,,,202.44,0.0000184704,0.0000184704,0.00056088,0.00056088,368.44
HSS26X.625,HSS,0.00464,,,169.54,0.0000156,0.0000156,0.00047396,0.00047396,308.56
HSS26X.500,HSS,0.00373,,,136.3,0.0000126464,0.0000126464,0.00038376,0.00038376,248.07
HSS26X.375,HSS,0.00281,,,102.73,0.0000096096,0.0000096096,0.00029192,0.00029192,186.97
HSS26X.313,HSS,0.00235,,,85.81,0.0000080704,0.0000080704,0.00024436,0.00024436,156.17
HSS24X1.000,HSS,0.00674,,,245.87,0.0000186784,0.0000186784,0.00061336,0.00061336,447.48
HSS24X.875,HSS,0.00593,,,216.31,0.0000165984,0.0000165984,0.00054448,0.00054448,393.68
HSS24X.750,HSS,0.00511,,,186.41,0.0000144352,0.0000144352,0.00047396,0.00047396,339.27
HSS24X.625,HSS,0.00428,,,156.18,0.0000121888,0.0000121888,0.00040016,0.00040016,284.25
HSS24X.500,HSS,0.00344,,,125.61,0.0000099008,0.0000099008,0.00032472,0.00032472,228.61
HSS24X.375,HSS,0.00259,,,94.71,0.0000075296,0.0000075296,0.00024764,0.00024764,172.37
HSS24X.313,HSS,0.00216,,,79.13,0.0000063232,0.0000063232,0.00020828,0.00020828,144.02
HSS22X.750,HSS,0.00467,,,170.37,0.000011024,0.000011024,0.00039524,0.00039524,310.07
HSS22X.625,HSS,0.00391,,,142.81,0.0000093184,0.0000093184,0.00033456,0.00033456,259.91
HSS22X.500,HSS,0.00315,,,114.92,0.0000075712,0.0000075712,0.00027224,0.00027224,209.15
HSS22X.375,HSS,0.00237,,,86.69,0.0000057824,0.0000057824,0.00020664,0.00020664,157.78
HSS22X.313,HSS,0.00198,,,72.45,0.0000048672,0.0000048672,0.00017384,0.00017384,131.86
HSS20X1.000,HSS,0.00557,,,203.11,0.0000105664,0.0000105664,0.00041656,0.00041656,369.66
HSS20X.875,HSS,0.0049,,,178.89,0.0000094016,0.0000094016,0.00037064,0.00037064,325.58
HSS20X.750,HSS,0.00423,,,154.34,0.0000081952,0.0000081952,0.00032308,0.00032308,280.9
HSS20X.625,HSS,0.00355,,,129.45,0.0000069472,0.0000069472,0.00027388,0.00027388,235.6
HSS20X.500,HSS,0.00285,,,104,0.0000056576,0.0000056576,0.00022304,0.00022304,189.28
HSS20X.375,HSS,0.00215,,,78.67,0.0000043264,0.0000043264,0.00017056,0.00017056,143.18
HSS20X.313,HSS,0.0018,,,65.77,0.00000363584,0.00000363584,0.000143336,0.000143336,119.7
HSS20X.250,HSS,0.00144,,,52.78,0.0000029328,0.0000029328,0.00011562,0.00011562,96.06
HSS18X1.000,HSS,0.00499,,,181.73,0.0000075712,0.0000075712,0.00033128,0.00033128,330.75
HSS18X.875,HSS,0.00439,,,160.19,0.0000067808,0.0000067808,0.00029684,0.00029684,291.55
HSS18X.750,HSS,0.00379,,,138.3,0.0000059072,0.0000059072,0.00025912,0.00025912,251.71
HSS18X.625,HSS,0.00318,,,116.09,0.0000050336,0.0000050336,0.00021976,0.00021976,211.28
HSS18X.500,HSS,0.00256,,,93.54,0.0000040976,0.0000040976,0.00017876,0.00017876,170.24
HSS18X.375,HSS,0.00194,,,70.66,0.00000313664,0.00000313664,0.000137432,0.000137432,128.6
HSS18X.313,HSS,0.00162,,,59.09,0.00000263744,0.00000263744,0.000115456,0.000115456,107.54
HSS18X.250,HSS,0.0013,,,47.44,0.00000212992,0.00000212992,0.000093316,0.000093316,86.34
HSS16X1.000,HSS,0.0044,,,160.35,0.0000052,0.0000052,0.00025748,0.00025748,291.84
HSS16X.875,HSS,0.00388,,,141.48,0.0000046592,0.0000046592,0.0002296,0.0002296,257.49
HSS16X.750,HSS,0.00335,,,122.27,0.00000409344,0.00000409344,0.00020172,0.00020172,222.53
HSS16X.625,HSS,0.00281,,,103,0.00000348608,0.00000348608,0.0001722,0.0001722,187.46
HSS16X.500,HSS,0.00227,,,82.85,0.0000028496,0.0000028496,0.000140548,0.000140548,150.79
HSS16X.438,HSS,0.00199,,,72.87,0.00000252096,0.00000252096,0.000124312,0.000124312,132.62
HSS16X.375,HSS,0.00172,,,62.64,0.00000218816,0.00000218816,0.000107748,0.000107748,114
